,_RAJ2000,_DEJ2000,WDS,Name,HD,HIP,Date,PA,Sep,Dmag,Wave,FWHM,f_FWHM,SimbadName,_RA,_DE,Simbad plx,GAIA plx,V,R,J,H,K
255,06 14 28.5829,+17 54 22.857,06145+1754,HR 2214    , 42954, 29616,2007.0042,322.5,0.366, 0.36,754,44,c,HIP  29616,93.6191,17.90635,,,,,,,
258,06 15 26.1487,-09 02 08.741,06154-0902,ADS 4866   , 43362, 29705,2007.8179,330.9,0.21, 0.82,550,40, ,HIP  29705,93.85895,-9.03576,,,,,,,
260,06 15 34.2561,+14 08 33.711,06156+1409,BD+14 1220 , 43209,      ,2007.0097,79.7,0.42, 3.12,698,39, ,HD   43209,93.89273,14.1427,9.3847,9.384679700793411,8.270000457763674,,7.415999889373778,7.239999771118164,7.14900016784668
265,06 17 06.6204,+09 56 32.600,06171+0957,ADS 4890   , 43525, 29850,2007.0097,262.8,0.07400000000000001, 0.28,698,39, ,HIP  29850,94.27758,9.94239,,,,,,,
269,06 31 25.8434,+07 49 20.418,06314+0749,ADS 5159   , 46055, 31089,2008.0691,79.9,0.19399999999999998, 0.82,698,39,c,HIP  31089,97.85768,7.82234,19.8129,19.812854726854578,6.37,,4.46,3.95,3.83
270,06 37 48.1707,+40 45 44.202,06378+4046,BD+40 1655 ,      , 31689,2007.818,293.0,0.359, 2.32,550,40,a,HIP  31689,99.45071,40.76228,16.4494,16.44935099203936,3.75,3.759999990463257,3.839999914169312,3.73799991607666,3.869999885559082
272,06 37 46.0391,+41 16 52.445,06378+4117,BD+41 1476 , 46880, 31687,2007.8235,42.6,0.478, 1.89,698,39, ,HIP  31687,99.44183000000001,41.28123,,,,,,,
273,06 38 43.2597,+43 21 10.313,06387+4321,BD+43 1576 , 47030, 31782,2007.818,247.6,0.08, 2.39,550,40,b,HIP  31782,99.68025,43.35286,23.5096,23.509584250890608,7.46999979019165,,6.2750000953674325,5.958000183105469,5.88700008392334
275,06 40 58.6596,+09 53 44.723,06410+0954,ADS 5322   , 47839, 31978,2007.0125,250.8,0.094, 1.63,550,40, ,HIP  31978,100.24441,9.895760000000001,7.6463,7.646257443408861,5.230000019073486,,5.459000110626222,5.563000202178955,5.526999950408936
276,06 41 54.1685,+47 47 36.731,06419+4748,BD+47 1326 , 47607, 32061,2007.818,263.2,0.193, 1.17,550,40, ,HIP  32061,100.4757,47.79354,16.7394,16.739387016010955,7.78000020980835,,6.706999778747559,6.4619998931884775,6.3460001945495605
278,06 42 37.4284,+39 55 12.874,06426+3955,BD+40 1685 ,      , 32132,2007.818,329.3,0.08900000000000001, 0.30,550,40, ,HIP  32132,100.65595,39.92024,,,,,,,
281,06 46 40.7309,+08 21 47.299,06467+0822,BD+08 1487 , 49015, 32475,2007.8262,244.7,0.401, 4.37,550,40, ,HIP  32475,101.66971,8.36314,9.1993,9.199283028436552,8.9399995803833,,7.823999881744385,7.511000156402588,7.440000057220459
282,06 48 39.3775,+07 37 20.400,06487+0737,ADS 5469   , 49409, 32650,2007.0125,64.3,1.2930000000000001,     ,550,40, ,HIP  32650,102.16407,7.622330000000001,8.39,7.502068337220327,9.56,,7.997999999999999,7.692,7.58
284,06 53 13.4006,+38 26 16.848,06532+3826,HR 2541    , 50037, 33064,2007.818,231.7,0.226, 1.85,550,40, ,HIP  33064,103.30584,38.43801,,,10.56,,,,
287,06 58 26.0514,-12 59 30.575,06584-1300,BD-12 1724 , 51849, 33560,2007.8262,39.4,0.877,     ,550,40, ,HIP  33560,104.60855,-12.99183,12.82,,8.66,,7.266,6.975,6.928
288,07 00 20.9228,+67 19 50.171,07003+6720,BD+67 466  , 50904, 33722,2007.8181,213.1,0.509, 3.03,550,40, ,HIP  33722,105.08718,67.3306,,,,,,,
290,07 02 55.0841,-13 13 04.098,07029-1313,BD-13 1791 , 53012, 33973,2007.8262,216.9,0.498, 3.25,550,40, ,HIP  33973,105.72952,-13.2178,19.63,,7.230000019073486,,6.152999877929688,5.876999855041504,5.749000072479247
291,07 08 02.7216,+35 51 41.458,07080+3552,BD+36 1567 , 53816, 34411,2007.01,162.3,0.14800000000000002, 0.89,550,40, ,HIP  34411,107.01133999999999,35.86152,,,,,,,
294,07 09 13.4969,+19 02 33.481,07092+1903,BD+19 1624 , 54322, 34524,2007.8235,301.0,0.054000000000000006, 1.66,698,39, ,HIP  34524,107.30623999999999,19.04263,14.947000000000001,14.946980020863155,5.816999912261963,,5.352000236511231,5.27899980545044,5.26200008392334
295,07 15 29.7873,+44 27 40.807,07155+4428,BD+44 1604 ,      , 35100,2007.01,73.3,0.502, 2.96,550,40, ,HIP  35100,108.87411000000002,44.46134,13.5444,13.544356967715053,9.05,9.12,7.296,7.035,6.904
298,07 16 44.5432,+16 08 49.641,07167+1609,BD+16 1433 , 56200, 35219,2007.8209,347.0,0.243, 1.49,698,39, ,HIP  35219,109.1856,16.14712,,,,,,,
300,07 17 03.4015,+26 41 22.144,07171+2641,BD+26 1508 , 56176, 35253,2007.8235,212.4,0.09300000000000001, 0.92,698,39, ,HIP  35253,109.26417,26.68948,23.1477,23.14771745826767,6.88,,5.8660000000000005,5.55,5.462000000000001
301,07 19 12.4091,+20 57 35.895,07192+2058,BD+21 1572 , 56762, 35459,2007.8262,165.9,0.43, 4.04,550,40, ,HIP  35459,109.8017,20.959970000000002,,,,,,,
302,07 19 23.8711,+22 01 28.372,07194+2201,BD+22 1642 , 56790, 35481,2007.8235,70.8,0.703, 3.48,698,39, ,HIP  35481,109.84946000000001,22.02455,,,,,,,
304,07 21 30.8969,+37 39 46.002,07215+3740,BD+37 1706 , 57104, 35662,2008.0693,321.0,0.16399999999999998, 2.47,698,39, ,HIP  35662,110.37874,37.66278,26.98,,,9.0600004196167,7.060999870300293,6.5349998474121085,6.412000179290772
305,07 23 08.4876,+40 41 59.444,07231+4042,BD+40 1850 , 57448, 35811,2007.8264,335.7,0.451, 2.64,550,40, ,HIP  35811,110.78536000000001,40.69985,,,,,,,
306,07 24 17.1893,+36 18 39.285,07243+3619,BD+36 1621 , 57769, 35919,2007.8264,350.0,0.489, 2.43,550,40, ,HIP  35919,111.07162,36.31091,,,,,,,
307,07 27 44.3595,+21 26 42.922,07277+2127,ADS 6089   , 58728, 36238,2007.8235,347.8,0.114, 2.27,698,39, ,HIP  36238,111.93483,21.44526,,,,,,,
309,07 29 21.8634,-14 59 55.161,07294-1500,ADS 6126   , 59438, 36395,2007.8235,31.8,1.844,     ,698,39, ,HIP  36395,112.3411,-14.998660000000001,,,,,,,
310,07 32 16.2445,-18 31 04.326,07323-1831,BD-18 1893 , 60092, 36652,2007.8235,171.6,0.414, 2.45,698,39, ,HIP  36652,113.06768999999998,-18.517870000000002,10.4281,10.42808136919968,,7.699999809265138,6.6579999923706055,6.236999988555907,6.132999897003174
312,07 35 12.2506,-17 32 53.466,07352-1733,BD-17 2048 , 60700, 36901,2007.8235,286.6,0.5660000000000001, 4.01,698,39, ,HIP  36901,113.80103999999999,-17.54818,,,,,,,
313,07 41 42.3454,+09 42 17.275,07417+0942,ADS 6291   , 61886, 37484,2007.8209,42.6,0.441, 0.58,698,39, ,HIP  37484,115.42643999999999,9.7048,,,,,,,
314,07 47 57.1953,+60 17 45.799,07480+6018,ADS 6354   , 62522, 38052,2007.8181,57.3,0.146, 0.36,550,40,c,HIP  38052,116.98831000000001,60.29606,,,,,,,
316,07 51 46.3029,-13 53 52.917,07518-1354,ADS 6420   , 64096, 38382,2007.8263,95.3,0.289, 1.00,550,40, ,HIP  38382,117.94293,-13.898029999999999,24.8223,24.82226258094568,9.392000000000001,,7.15,6.563,6.409
317,07 52 13.2815,+41 08 47.872,07522+4109,BD+41 1737 , 63749, 38415,2007.0128,3.5,0.175, 1.61,698,39, ,HIP  38415,118.05533999999999,41.14663,,,,,,,
318,07 52 47.8592,-05 25 41.728,07528-0526,HR 3072    , 64235, 38474,2007.8263,171.7,0.358, 1.21,550,40, ,HIP  38474,118.19941000000001,-5.42826,25.2041,25.2041182295644,5.289999961853027,4.940000057220459,4.550000190734863,4.489999771118164,4.400000095367432
322,07 56 02.7236,+23 41 33.772,07560+2342,BD+24 1805 , 64704, 38755,2007.0073,13.4,0.264, 0.98,754,44, ,HIP  38755,119.01135,23.69271,,,,,,,
324,08 04 08.3868,+33 01 50.660,08041+3302,ADS 6549   , 66299, 39480,2007.0101,341.3,0.41100000000000003, 0.26,550,40, ,HIP  39480,121.03493999999999,33.03074,,,,,,,
326,08 06 06.5460,-02 46 47.624,08061-0247,BD-02 2424 , 67049, 39646,2007.8236,303.2,0.36, 0.93,698,39, ,HIP  39646,121.52727,-2.7799,9.265,9.265019939178348,7.179999828338622,,6.497000217437744,6.326000213623048,6.3460001945495605
330,08 16 26.4710,-03 13 33.921,08164-0314,ADS 6707   , 69351, 40523,2008.0694,230.5,1.435,     ,698,39, ,HIP  40523,124.1103,-3.22609,,,,,,,
331,08 22 33.9407,-28 58 36.347,08226-2859,CD-28 5931 , 70724, 41044,2007.8236,241.4,0.109, 2.20,698,39, ,HIP  41044,125.64142,-28.97676,,,,,,,
333,08 27 53.6791,-26 07 58.638,08279-2608,CD-25 6109 , 71688, 41504,2007.8236,226.9,0.168, 2.84,698,39, ,HIP  41504,126.97366000000001,-26.13295,,,,,,,
335,08 28 04.0891,+35 53 30.519,08281+3554,BD+36 1826 , 71323, 41519,2007.8208,250.5,0.092, 1.50,698,39, ,HIP  41519,127.01704,35.89181,,,,,,,
336,08 34 43.7144,+63 10 45.656,08347+6311,BD+63 785  ,      , 42091,2007.0046,86.7,0.433, 1.84,754,44, ,HIP  42091,128.68214,63.17935,,,,,,,
338,08 36 25.4534,+67 17 42.410,08364+6718,BD+67 552  ,      , 42220,2007.0128,358.7,0.598,     ,698,39, ,HIP  42220,129.10606,67.29511,,,,,,,
339,08 42 29.3018,+36 56 27.775,08425+3656,BD+37 1895 ,      , 42730,2007.0101,205.6,0.483, 0.78,550,40, ,HIP  42730,130.62209,36.94105,8.3197,8.319698864317893,7.960000038146973,,7.283999919891357,7.1500000953674325,7.0970001220703125
341,08 44 37.7701,-01 16 02.057,08446-0116,BD-00 2057 ,      , 42905,2008.0694,15.2,0.42200000000000004, 1.42,698,39, ,HIP  42905,131.15738000000002,-1.26724,,,,,,,
342,08 46 46.5122,+06 25 07.685,08468+0625,ADS 6993   , 74874, 43109,2007.0101,96.8,0.122, 1.05,550,40, ,HIP  43109,131.6938,6.4188,,,,,,,
343,08 56 06.9712,+36 26 09.003,08561+3626,BD+37 1927 , 76261, 43861,2007.0128,155.0,0.775,     ,698,39, ,HIP  43861,134.02905,36.435829999999996,,,,,,,
344,08 57 04.6857,+11 38 49.162,08571+1139,BD+12 1944 ,      , 43948,2007.0046,288.9,0.168, 1.47,754,44, ,HIP  43948,134.26952,11.646989999999999,,,,,,,
345,08 59 02.2447,+01 51 52.894,08590+0152,BD+02 2116 ,      , 44109,2007.0101,330.9,1.6130000000000002,     ,550,40, ,HIP  44109,134.75935,1.8646900000000002,,,,,,,
346,09 00 18.8175,+53 19 51.909,09003+5320,BD+53 1300 , 76749, 44209,2007.0046,67.9,0.9620000000000001,     ,754,44, ,HIP  44209,135.07841000000002,53.33109,,,,,,,
347,09 00 38.3807,+41 46 58.605,09006+4147,HR 3579    , 76943, 44248,2007.0046,333.0,0.5379999999999999, 2.07,754,44, ,HIP  44248,135.15992,41.78295,,,,,,,
351,09 01 17.3373,+48 54 57.965,09013+4855,BD+49 1794 ,      , 44294,2008.0694,152.9,0.127, 0.68,698,39, ,HIP  44294,135.32224,48.9161,,,,,,,
352,09 01 40.7627,+39 42 48.656,09017+3943,HR 3586    , 77093, 44331,2007.0046,34.7,0.561, 2.83,754,44, ,HIP  44331,135.41984,39.71352,,,,,,,
356,09 03 37.5276,+47 09 23.489,09036+4709,ADS 7158   , 77327, 44471,2007.0046,297.9,0.20600000000000002, 0.38,754,44, ,HIP  44471,135.90636,47.15652,20.1169,20.116877912560405,6.86,,5.9639999999999995,5.718999999999999,5.666
360,09 09 30.6095,+32 49 09.513,09095+3250,BD+33 1814 ,      , 44955,2007.0102,209.0,0.772, 1.87,550,40, ,HIP  44955,137.37753999999998,32.819309999999994,,,,,,,
365,09 25 10.7928,+46 05 53.534,09252+4606,BD+46 1500 , 81105, 46199,2007.0102,155.3,0.385, 2.65,550,40, ,HIP  46199,141.29497,46.0982,,,,,,,
369,09 25 36.5897,+39 41 27.313,09256+3941,BD+40 2203 , 81225, 46237,2007.0129,260.3,0.27399999999999997, 2.27,698,39, ,HIP  46237,141.40246000000002,39.69092,,,,,,,
371,09 37 48.3764,+48 00 10.335,09378+4800,BD+48 1788 , 83127, 47245,2008.0694,356.3,0.784,     ,698,39, ,HIP  47245,144.45157,48.00287,,,,,,,
372,09 42 43.0941,+48 25 51.601,09427+4826,HR 3854    , 83869, 47633,2008.0694,189.4,0.449, 3.51,698,39, ,HIP  47633,145.67956,48.431,18.9472,18.947207447001794,6.439000129699707,7.75,5.52400016784668,5.2849998474121085,5.254000186920166
373,09 44 25.1603,+44 29 08.166,09444+4429,BD+45 1755 ,      , 47775,2007.0102,84.9,1.192,     ,550,40, ,HIP  47775,146.10483,44.4856,,,,,,,
374,09 47 18.0430,+79 08 12.052,09473+7908,BD+79 319  , 83727, 48017,2008.0695,39.5,0.115, 1.92,698,39, ,HIP  48017,146.82518000000002,79.13668,,,,,,,
375,09 47 25.9647,+11 34 05.397,09474+1134,HR 3880    , 84722, 48029,2007.0074,192.2,0.07400000000000001, 0.56,550,40,b,HIP  48029,146.85818999999998,11.56817,,,,,,,
376,09 53 30.9789,+16 57 01.431,09535+1657,BD+17 2150 ,      , 48504,2007.0047,276.1,0.162, 0.71,754,44,b,HIP  48504,148.37908000000002,16.9504,,,,,,,
379,09 54 48.9520,+65 14 59.423,09548+6515,BD+65 743  , 85515, 48612,2007.0103,178.3,0.278, 2.87,550,40, ,HIP  48612,148.70397,65.24984,,,,,,,
380,09 56 33.7905,+43 58 56.417,09566+4359,BD+44 1931 , 85973, 48746,2007.3297,263.6,0.494, 0.73,698,39, ,HIP  48746,149.14078999999998,43.98234,,,,,,,
382,10 06 40.7689,+17 53 42.373,10067+1754,BD+18 2317 , 87646, 49522,2007.0075,75.6,0.40399999999999997, 2.70,550,40, ,HIP  49522,151.66987,17.8951,,,,,,,
384,10 07 07.9853,+45 03 35.851,10071+4504,BD+45 1798 , 87600, 49563,2007.3269,295.6,0.792,     ,550,40, ,HIP  49563,151.78327,45.05996,,,,,,,
387,10 08 15.8872,+31 36 14.587,10083+3136,ADS 7651   , 87822, 49658,2007.0128,172.1,0.086, 0.59,698,39,c,HIP  49658,152.0662,31.60405,,,,,,,
388,10 10 16.8821,+49 30 26.416,10103+4930,BD+50 1721 , 88046, 49825,2007.0102,234.7,0.396, 3.63,550,40, ,HIP  49825,152.57034,49.50734,,,,,,,
392,10 11 38.2115,+13 21 18.407,10116+1321,ADS 7674   , 88355, 49929,2007.0047,279.7,0.11599999999999999, 1.29,754,44, ,HIP  49929,152.90921,13.35511,,,,,,,
401,10 29 25.6231,+12 11 13.195,10294+1211,BD+12 2217 , 90823, 51360,2007.0103,62.7,0.11599999999999999, 1.31,550,40, ,HIP  51360,157.35676,12.187,10.2312,10.231204327516423,8.119999885559082,,7.066999912261963,6.822999954223633,6.769000053405763
403,10 32 00.6683,+08 30 38.244,10320+0831,BD+09 2366 ,      , 51571,2007.3298,52.8,0.8059999999999999,     ,698,39, ,HIP  51571,158.00278,8.51062,4.3584,4.358437820982264,8.310000419616701,,7.1579999923706055,6.994999885559082,6.888000011444093
405,10 39 08.8755,+45 29 00.088,10392+4529,BD+46 1648 ,      , 52142,2007.0129,33.8,0.5920000000000001,     ,698,39, ,HIP  52142,159.78698,45.48336,20.2605,20.260478061420862,8.494999885559082,8.789999961853027,6.988999843597412,6.576000213623048,6.4650001525878915
406,10 42 37.4829,+03 34 59.210,10426+0335,ADS 7896   , 92749, 52401,2007.0048,254.4,0.575, 1.56,754,44, ,HIP  52401,160.65618,3.58311,,,,,,,
409,10 44 34.2867,-02 28 27.954,10446-0228,BD-01 2435 , 93034, 52543,2007.3298,199.9,0.11800000000000001, 2.03,698,39,a,HIP  52543,161.14286,-2.47443,,,,,,,
410,10 52 56.6075,-17 16 37.681,10529-1717,BD-16 3142 , 94310, 53206,2008.0696,286.2,0.213, 0.47,698,39,b,HIP  53206,163.23586,-17.27713,16.5074,16.507430190983413,8.630000114440918,,7.239999771118164,6.873000144958496,6.769999980926514
411,11 00 02.0546,-03 28 16.747,11000-0328,ADS 8007   , 95280, 53765,2007.0104,300.8,1.399,     ,550,40, ,HIP  53765,165.00856000000002,-3.4713199999999995,19.0381,19.038137495047426,4.25,,3.70199990272522,3.882999897003174,3.693000078201294
415,11 01 45.7383,+36 40 41.679,11017+3641,BD+37 2145 , 95485, 53903,2007.0049,341.7,0.244, 3.11,754,44, ,HIP  53903,165.44058,36.67824,,,,,,,
417,11 05 36.2157,+64 48 14.330,11056+6448,BD+65 817  , 96001, 54218,2007.013,151.2,0.11, 0.37,698,39,a,HIP  54218,166.4009,64.80398000000001,28.0378,28.037849152257266,3.87,3.03,1.985,1.4469999999999998,1.328
418,11 10 11.9303,-11 21 36.554,11102-1122,BD-10 3211 , 97038, 54580,2008.0696,0.5,0.145, 0.44,698,39, ,HIP  54580,167.54971,-11.36015,16.2411,16.241126532019248,5.001999855041504,,5.310999870300293,4.881999969482422,4.760000228881836
419,11 11 23.7137,+41 49 36.253,11114+4150,BD+42 2189 ,      , 54663,2007.0049,146.9,0.251, 1.62,754,44, ,HIP  54663,167.84881000000001,41.82674,,,,,,,
421,11 13 20.2955,+77 37 29.899,11134+7737,BD+78 378  , 97177, 54821,2008.0697,311.0,0.726,     ,698,39, ,HIP  54821,168.33456,77.62496999999999,,,,,,,
422,11 24 15.6665,+13 54 06.880,11243+1354,BD+14 2382 , 99088, 55661,2007.0048,38.5,0.821,     ,754,44, ,HIP  55661,171.06528,13.90191,,,,,,,
428,11 25 59.4451,+12 13 19.911,11260+1213,BD+13 2405 , 99328, 55799,2007.3216,277.6,1.199,     ,754,44, ,HIP  55799,171.49768999999998,12.2222,,,,,,,
431,11 29 01.3949,+15 55 20.672,11290+1555,BD+16 2265 , 99811, 56030,2007.0048,314.8,0.47100000000000003, 2.11,754,44, ,HIP  56030,172.25581,15.922410000000001,,,,,,,
437,11 34 08.2484,+14 53 29.110,11341+1453,BD+15 2348 ,100509, 56427,2007.0048,265.0,0.515, 2.37,754,44, ,HIP  56427,173.53437,14.891420000000002,,,,,,,
442,11 34 09.9479,+11 01 25.905,11342+1101,BD+11 2372 ,100518, 56429,2007.3216,244.3,1.079,     ,754,44, ,HIP  56429,173.54145,11.02386,,,,,,,
448,11 40 12.6485,+26 09 12.558,11402+2609,BD+26 2243 ,101396, 56921,2008.0697,275.5,0.5, 2.97,698,39, ,HIP  56921,175.0527,26.153489999999998,10.3633,10.363329530038977,8.800000190734863,,7.255000114440918,6.8400001525878915,6.751999855041504
449,11 56 00.2260,+35 20 25.883,11560+3520,BD+36 2223 ,103613, 58184,2007.0131,49.4,0.107, 1.68,698,39,b,HIP  58184,179.00093999999999,35.34052,,,,,,,
450,11 58 05.7149,+80 37 55.267,11581+8038,BD+81 388  ,103902, 58366,2007.4255,309.0,0.355, 2.33,550,40, ,HIP  58366,179.52381,80.63202,19.5452,19.545170147640953,6.9689998626708975,,5.98199987411499,5.709000110626222,5.626999855041504
451,11 59 48.7359,+51 03 50.200,11598+5104,BD+51 1718 ,233887, 58497,2007.0105,74.4,0.9229999999999999,     ,550,40, ,HIP  58497,179.95307,51.06394,,,,,,,
455,12 02 46.6998,+24 50 10.116,12028+2450,BD+25 2450 ,104603, 58731,2007.4256,153.2,0.121, 3.04,550,40, ,HIP  58731,180.69458,24.83614,6.74,,8.970000267028809,,8.057000160217285,7.811999797821045,7.7880001068115225
456,12 06 01.3355,+68 41 55.247,12060+6842,ADS 8419   ,105122, 59017,2007.0105,35.5,0.26, 0.45,550,40,b,HIP  59017,181.50556,68.69868000000001,,,,,,,
460,12 10 47.3111,+39 53 29.425,12108+3953,ADS 8446   ,105824, 59366,2007.0049,161.1,0.423, 0.61,754,44, ,HIP  59366,182.69713000000002,39.89151,24.63,22.16395407046053,6.739999771118164,,5.764999866485597,5.553999900817871,5.4670000076293945
464,12 11 55.5027,+59 41 50.092,12119+5942,BD+60 1382 ,106055, 59474,2007.0104,121.0,0.664, 2.97,550,40, ,HIP  59474,182.98126000000002,59.69725,,,,,,,
467,12 18 35.4057,-14 24 25.894,12186-1424,BD-13 3514 ,107040, 60022,2007.3217,61.3,0.08900000000000001, 0.23,754,44,a,HIP  60022,184.64752,-14.40719,,,,,,,
468,12 19 54.3540,-00 40 00.460,12199-0040,HR 4689    ,107259, 60129,2007.005,298.8,0.099, 2.07,754,44, ,HIP  60129,184.97647,-0.66679,6.5433,6.543314613180107,7.519999980926514,,5.875999927520753,5.453999996185303,5.329999923706055
472,12 28 23.3513,+65 28 25.484,12284+6528,BD+66 761  ,108649, 60858,2007.4228,144.8,0.177, 0.68,754,44,c,HIP  60858,187.0973,65.47375,9.47,6.156827883810267,6.5,,6.0809998512268075,6.015999794006348,6.005000114440918
474,12 33 36.9769,+02 54 43.184,12336+0255,BD+03 2665 ,109288, 61303,2007.4256,104.7,0.28800000000000003, 2.36,550,40, ,HIP  61303,188.40407,2.912,7.0844,7.084421802543348,8.9399995803833,,7.646999835968018,7.303999900817871,7.235000133514403
475,12 34 51.0806,+22 37 45.330,12349+2238,HR 4789    ,109485, 61394,2007.0077,17.1,0.321, 1.85,550,40, ,HIP  61394,188.71284,22.629260000000002,18.4765,18.4764913890264,8.88,8.08,6.252999999999999,6.026,5.942
477,12 41 39.6435,-01 26 57.742,12417-0127,ADS 8630   ,110379, 61941,2007.005,240.0,0.649, 0.66,754,44,c,HIP  61941,190.41518,-1.44937,,,,,,,
481,12 44 22.6196,+21 59 36.566,12444+2200,BD+22 2506 ,110789, 62162,2007.005,254.4,0.21, 2.66,754,44,a,HIP  62162,191.09425,21.993489999999998,,,,,,,
484,12 48 39.4655,+60 19 11.423,12487+6019,HR 4867    ,111456, 62512,2007.0076,223.9,0.151, 3.16,550,40, ,HIP  62512,192.16443999999998,60.31984,5.417000000000001,5.4170282768359135,5.5,,5.252999782562256,5.302999973297119,5.2729997634887695
486,12 50 49.6051,+08 05 56.777,12508+0806,BD+08 2650 ,111660, 62697,2007.4228,78.9,0.152, 2.24,754,44, ,HIP  62697,192.70668999999998,8.0991,,,,,,,
488,12 51 54.0583,+26 47 08.834,12519+2647,BD+27 2181 ,      , 62779,2007.4228,178.4,0.47600000000000003, 1.12,754,44, ,HIP  62779,192.97523999999999,26.785790000000002,,,,,,,
490,12 53 55.4213,+24 38 09.217,12539+2438,BD+25 2571 ,112115, 62943,2008.0698,326.1,0.099, 2.41,698,39, ,HIP  62943,193.48092,24.63589,17.42,,7.420000076293945,,6.359000205993652,6.126999855041504,6.063000202178955
492,12 59 33.2588,+28 14 20.090,12595+2814,BD+29 2350 ,112886, 63407,2008.0698,113.7,0.147, 1.47,698,39, ,HIP  63407,194.88858000000002,28.238909999999997,6.8933,6.893348259581241,8.479999542236326,,7.691999912261963,7.48199987411499,7.429999828338622
495,13 09 40.7073,+44 18 11.964,13097+4418,BD+45 2089 ,114399, 64215,2008.4659,251.4,0.6559999999999999, 1.28,754,44, ,HIP  64215,197.41961,44.30332,12.6738,12.673767635805385,5.455999851226807,,5.0980000495910645,5.114999771118164,5.0229997634887695
496,13 09 59.2852,+17 31 46.039,13100+1732,ADS 8804   ,114378, 64241,2007.005,192.6,0.5539999999999999, 0.51,754,44,c,HIP  64241,197.49702,17.52946,,,,,,,
499,13 10 29.3462,+11 02 39.867,13105+1103,BD+11 2542 ,      , 64284,2007.0051,143.9,0.595, 1.13,754,44, ,HIP  64284,197.62228000000002,11.044410000000001,,,,,,,
